Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,data_source,simulated_weekly_score,simulated_weight_diff
58.0,Female,63.0,1.78,176,154.0,73.0,1.58,1095.0,HIIT,17.5,2.7,4.0,3.0,19.88,real,80.13001891877907,-1.6043785949721123
29.0,Female,56.2,1.77,191,123.0,61.0,0.68,418.0,Yoga,33.4,2.6,3.0,1.0,17.94,real,39.53534077157317,0.6647956132374528
56.0,Female,52.9,1.64,169,155.0,53.0,1.1,767.0,Cardio,27.4,2.3,3.0,2.0,19.67,real,47.35343166762044,0.32192588221160906
19.0,Female,49.0,1.69,176,147.0,64.0,1.05,772.0,Yoga,29.2,2.4,3.0,1.0,17.16,real,52.20169166589619,0.07333678557286488
20.0,Male,128.2,1.84,164,132.0,58.0,0.83,603.0,HIIT,26.2,2.3,3.0,1.0,37.87,real,11.951673477650065,0.9168049817275041
54.0,Male,83.6,1.86,168,142.0,56.0,1.54,1082.0,HIIT,12.4,3.5,5.0,3.0,24.16,real,76.42842443583717,-1.05913321665987
34.0,Female,56.2,1.77,192,138.0,59.0,1.81,1249.0,Cardio,17.3,2.7,5.0,3.0,17.94,real,74.29107501938887,1.0978905583324465
19.0,Male,87.8,1.78,195,161.0,72.0,1.28,1133.0,Cardio,23.6,3.3,2.0,1.0,27.71,real,20.75972415243185,0.44575325140830785
19.0,Male,85.9,1.85,195,156.0,62.0,1.66,1424.0,Strength,12.9,3.5,4.0,3.0,25.1,real,77.61537214674149,-0.4892442297751568
45.0,Male,51.1,1.87,177,158.0,57.0,1.44,1126.0,Cardio,26.2,3.4,4.0,2.0,14.61,real,62.14000494092092,0.6084961177463553
40.0,Female,57.4,1.71,168,143.0,61.0,1.87,1337.0,Strength,18.3,2.7,5.0,3.0,19.63,real,89.73237624573545,-1.1850348099293073
54.0,Male,114.9,1.92,188,135.0,71.0,1.2,802.0,HIIT,20.7,2.6,4.0,2.0,31.17,real,45.01671087343127,-0.9596113292221389
49.0,Female,62.1,1.66,173,152.0,73.0,1.37,937.0,HIIT,31.3,1.8,3.0,2.0,22.54,real,41.532062819315954,-0.7868717785917603
50.0,Male,57.1,1.91,184,131.0,68.0,1.09,707.0,Yoga,29.5,2.7,4.0,2.0,15.65,real,39.851527753141355,-0.7231821664512121
18.0,Male,68.1,1.8,174,153.0,50.0,1.1,926.0,Yoga,25.4,3.3,4.0,2.0,21.02,real,50.53485047932979,-1.1452461142082022
36.0,Male,69.2,1.65,165,126.0,65.0,1.23,852.0,Strength,27.2,2.7,3.0,1.0,25.42,real,32.93398794323472,0.6784664536762601
19.0,Female,65.2,1.52,188,130.0,71.0,1.23,800.0,Cardio,30.6,2.4,3.0,1.0,28.22,real,22.31093744130204,-0.5070835202958653
43.0,Male,108.6,1.73,174,150.0,66.0,1.33,988.0,Cardio,28.5,2.2,2.0,1.0,36.29,real,0.0,-0.017996025314496344
49.0,Female,40.0,1.65,188,148.0,74.0,1.03,686.0,Yoga,34.3,2.5,3.0,2.0,14.69,real,51.73180925851182,-0.7562810931309445
23.0,Female,41.9,1.58,163,132.0,67.0,0.56,370.0,HIIT,26.8,1.8,3.0,1.0,16.78,real,28.853173797288367,-1.7564826404388139
49.0,Female,68.3,1.52,177,150.0,60.0,1.45,979.0,Strength,29.4,1.8,4.0,2.0,29.56,real,39.321425637988675,-0.08395411328686231
21.0,Male,88.4,1.6,198,121.0,67.0,1.71,1138.0,HIIT,12.0,3.5,4.0,3.0,34.53,real,67.24225105945527,-1.8298039803358217
28.0,Male,66.0,1.9,175,158.0,56.0,1.18,1025.0,HIIT,24.1,3.0,3.0,1.0,18.28,real,25.58208718446,-0.3549072368683749
34.0,Male,71.9,1.64,170,134.0,67.0,1.26,929.0,Cardio,21.3,2.1,4.0,2.0,26.73,real,40.97529702169377,-1.3946520310662485
55.0,Male,75.6,1.71,173,130.0,57.0,1.03,663.0,Strength,28.1,2.0,4.0,2.0,25.85,real,57.30287360348283,1.2898207993846464
41.0,Female,63.4,1.59,162,153.0,55.0,1.84,1267.0,HIIT,15.2,2.7,5.0,3.0,25.08,real,90.48784526368235,0.42909017773977737
22.0,Female,71.6,1.77,197,158.0,56.0,1.49,1177.0,Yoga,30.3,1.8,3.0,1.0,22.85,real,35.830512431752766,-0.21539696698281563
51.0,Female,57.4,1.77,177,123.0,72.0,1.08,598.0,Yoga,31.6,2.1,4.0,2.0,18.32,real,65.53802052034902,0.710965342123735
23.0,Male,83.8,1.99,179,130.0,71.0,1.79,1280.0,Cardio,11.0,3.5,4.0,3.0,21.16,real,66.22330632042909,-0.9770527819725887
39.0,Female,55.9,1.71,184,148.0,59.0,1.95,1443.0,Yoga,19.5,2.7,5.0,3.0,19.12,real,75.62174960084877,0.13478350293607444
28.0,Male,87.0,1.76,197,121.0,60.0,1.2,799.0,Yoga,28.4,3.5,3.0,2.0,28.09,real,50.5153526720866,-0.1401516530250292
33.0,Female,65.3,1.71,172,135.0,74.0,1.18,796.0,HIIT,29.7,2.5,4.0,2.0,22.33,real,60.13785950912209,-0.08878393493306397
50.0,Male,45.4,1.67,163,158.0,62.0,1.37,1071.0,Yoga,24.1,2.8,4.0,2.0,16.28,real,60.150476863060476,0.7178828000854143
26.0,Male,87.1,1.87,173,132.0,58.0,1.71,1241.0,Yoga,11.2,3.5,4.0,3.0,24.91,real,100.0,0.28599368222384186
23.0,Female,78.6,1.73,192,156.0,56.0,1.47,1147.0,HIIT,32.3,1.5,4.0,2.0,26.26,real,58.818905106931666,-0.06902106973998137
33.0,Female,78.0,1.71,187,136.0,58.0,1.08,734.0,Cardio,26.3,2.1,3.0,1.0,26.67,real,33.850656401805985,-1.623909948982637
46.0,Female,58.0,1.53,196,140.0,62.0,1.83,1153.0,Cardio,18.4,2.7,4.0,3.0,24.78,real,89.54001763493203,-1.068037036223571
20.0,Female,71.3,1.69,167,163.0,52.0,1.28,1043.0,Strength,33.4,2.3,3.0,2.0,24.96,real,56.51391251305798,-0.3981671468765793
37.0,Male,49.1,1.74,193,138.0,52.0,1.11,842.0,Yoga,22.3,2.6,3.0,2.0,16.22,real,46.84730755359654,-0.225302100578679
53.0,Female,78.3,1.65,164,126.0,50.0,1.24,703.0,HIIT,33.7,1.6,3.0,1.0,28.76,real,26.949692204932674,-1.204162979739139
36.0,Female,57.3,1.64,164,157.0,70.0,1.13,887.0,Strength,25.3,1.8,4.0,2.0,21.3,real,47.27174785462428,1.629341340462737
43.0,Female,48.4,1.61,190,127.0,69.0,1.28,732.0,Cardio,34.1,2.4,2.0,1.0,18.67,real,17.63181393259991,0.9131152442028583
20.0,Male,76.4,1.62,168,132.0,51.0,1.35,980.0,Cardio,21.2,2.6,4.0,2.0,29.11,real,43.98136452170897,0.1816946563139868
36.0,Male,110.2,1.77,191,156.0,74.0,1.19,1021.0,HIIT,26.5,3.4,2.0,1.0,35.18,real,5.548741393863226,-0.2423705109730042
37.0,Female,72.9,1.76,192,121.0,52.0,1.21,732.0,Strength,27.5,1.9,3.0,2.0,23.53,real,73.14658566673509,-0.4697671759209213
49.0,Male,82.1,1.86,162,160.0,64.0,1.87,1481.0,Strength,14.2,3.5,4.0,3.0,23.73,real,61.32734807408252,-1.0615347680177885
24.0,Female,58.9,1.76,189,130.0,73.0,0.63,410.0,HIIT,30.1,1.7,3.0,1.0,19.01,real,31.862601903745134,-0.23801558518490995
58.0,Male,82.2,1.87,171,143.0,55.0,1.57,1111.0,HIIT,10.7,3.5,4.0,3.0,23.51,real,63.87284128810349,-0.09379796788579944
50.0,Male,96.7,1.72,188,125.0,62.0,1.46,903.0,Strength,25.7,2.7,3.0,2.0,32.69,real,33.74568134210567,-1.2934084603852996
57.0,Male,81.4,1.86,162,145.0,70.0,1.8,1292.0,Cardio,12.0,3.5,5.0,3.0,23.53,real,95.88950596967366,-0.03265886620408204
56.0,Male,107.8,1.73,185,126.0,50.0,1.09,680.0,Yoga,26.6,2.8,3.0,2.0,36.02,real,34.11280019095463,-0.424207239059799
35.0,Female,65.8,1.62,189,158.0,69.0,1.0,790.0,Cardio,33.8,1.5,4.0,2.0,25.07,real,44.11755222070693,-1.826246046301913
57.0,Female,68.5,1.56,168,138.0,68.0,1.45,900.0,HIIT,29.1,1.6,4.0,2.0,28.15,real,43.121962907400324,-0.9883080086236016
18.0,Female,63.9,1.59,185,125.0,50.0,1.87,1169.0,Strength,16.4,2.7,4.0,3.0,25.28,real,86.37597748934675,-0.6308844267373155
28.0,Male,76.3,1.62,161,162.0,70.0,1.16,1034.0,Strength,20.1,2.3,3.0,2.0,29.07,real,36.59133368282863,1.2101501258721523
45.0,Female,44.5,1.65,162,148.0,71.0,1.44,959.0,Yoga,30.7,1.6,3.0,1.0,16.35,real,27.164585895819748,0.14524249962700658
42.0,Female,50.7,1.75,163,162.0,51.0,1.29,940.0,Strength,29.0,1.9,3.0,2.0,16.56,real,50.45571839903814,-1.3683852552799132
40.0,Female,55.1,1.61,184,158.0,64.0,1.55,1224.0,Yoga,16.9,2.7,4.0,3.0,21.26,real,73.48399652394183,0.08882903153410965
48.0,Male,73.7,1.61,172,121.0,63.0,1.36,815.0,Cardio,21.8,3.6,4.0,2.0,28.43,real,71.29444089325327,-1.5378431911506925
47.0,Male,55.6,1.77,198,138.0,68.0,1.2,820.0,Cardio,24.3,2.9,4.0,2.0,17.75,real,61.33919022318011,0.5661528431096587
59.0,Male,86.9,1.76,194,123.0,60.0,1.13,688.0,Strength,29.8,3.1,3.0,2.0,28.05,real,25.173574133423926,-0.6768997214543029
52.0,Female,60.3,1.68,182,125.0,64.0,1.6,900.0,Strength,16.5,2.7,4.0,3.0,21.36,real,81.86454314769428,-0.3749089509913367
24.0,Female,40.4,1.64,168,168.0,55.0,0.99,832.0,HIIT,31.0,1.9,2.0,1.0,15.02,real,13.38213535231612,0.760637318033752
33.0,Female,78.5,1.66,161,156.0,69.0,1.29,1006.0,HIIT,32.8,1.9,4.0,2.0,28.49,real,58.28933334796224,-1.3297308548674
43.0,Male,102.6,1.72,190,147.0,58.0,0.82,597.0,Strength,27.5,2.0,2.0,1.0,34.68,real,0.0,-1.417694548090393
19.0,Male,110.8,1.91,161,149.0,54.0,1.31,1074.0,Strength,23.3,2.9,2.0,1.0,30.37,real,10.79763558533101,-0.7668794610768039
18.0,Female,60.9,1.79,191,126.0,69.0,1.11,699.0,Cardio,31.1,2.1,2.0,1.0,19.01,real,25.04987278980457,0.5307030808154534
29.0,Male,55.7,1.61,177,128.0,51.0,1.41,993.0,Strength,28.7,2.3,3.0,1.0,21.49,real,33.657551941701215,-1.5154768603814741
22.0,Male,110.5,1.92,172,144.0,55.0,1.16,919.0,HIIT,20.2,3.3,3.0,2.0,29.98,real,30.52703592944224,-2.565724478488455
54.0,Male,55.2,1.71,164,152.0,67.0,0.77,579.0,Cardio,24.4,2.8,2.0,1.0,18.88,real,16.654987641590516,-0.660927086727199
49.0,Male,46.5,1.72,169,120.0,72.0,1.4,832.0,Yoga,22.2,2.6,4.0,2.0,15.72,real,50.25054688839044,0.14139263992873635
26.0,Female,70.9,1.66,184,125.0,68.0,0.81,506.0,HIIT,28.9,1.7,3.0,1.0,25.73,real,17.371707674262883,0.6602093997910634
58.0,Male,74.6,1.75,193,137.0,58.0,1.09,739.0,HIIT,24.2,2.9,2.0,1.0,24.36,real,37.65454240281097,-0.6705290896683191
52.0,Male,45.1,1.72,196,129.0,70.0,0.93,594.0,Cardio,27.5,3.3,2.0,1.0,15.24,real,24.049817109609556,-0.629141285692802
36.0,Male,99.9,1.99,189,147.0,73.0,1.33,1075.0,Yoga,20.9,2.5,3.0,1.0,25.23,real,12.046160456649549,0.6231205874045977
33.0,Male,117.0,1.61,166,130.0,55.0,1.04,744.0,HIIT,25.1,2.4,3.0,2.0,45.14,real,28.968619470547758,-1.7957933597563367
20.0,Female,75.9,1.73,165,152.0,63.0,1.39,1056.0,Strength,30.6,2.1,4.0,2.0,25.36,real,75.68156197012632,-0.6108166201464074
37.0,Female,71.2,1.64,162,120.0,73.0,1.11,666.0,HIIT,29.9,1.7,3.0,2.0,26.47,real,58.11965260551147,-0.14766088805995378
41.0,Male,78.8,1.72,172,132.0,62.0,1.01,660.0,Cardio,27.3,3.1,4.0,2.0,26.64,real,37.34630034045986,0.059374977028027465
50.0,Male,50.6,1.69,162,156.0,60.0,1.31,1012.0,Cardio,23.8,3.0,2.0,1.0,17.72,real,15.157659271337486,-0.7078453545527061
41.0,Male,82.5,1.79,185,139.0,61.0,1.69,1163.0,Cardio,14.7,3.5,4.0,3.0,25.75,real,91.54411149186623,-0.2724471906353269
28.0,Male,108.5,1.79,183,120.0,68.0,1.33,878.0,HIIT,24.8,2.1,4.0,2.0,33.86,real,34.6333053438122,-2.2906618827303915
25.0,Male,49.9,1.98,165,122.0,68.0,1.15,772.0,Yoga,25.7,2.1,3.0,2.0,12.73,real,54.43819428146229,-0.8265987298670787
53.0,Male,125.1,1.91,171,137.0,70.0,0.52,353.0,Strength,28.3,3.1,2.0,1.0,34.29,real,13.811340534293368,0.06280697004357394
55.0,Female,79.7,1.66,195,160.0,68.0,1.06,763.0,Cardio,27.8,1.9,2.0,1.0,28.92,real,4.850695284219167,-1.0858352274037437
57.0,Male,126.8,1.63,161,133.0,73.0,0.96,632.0,Yoga,20.8,2.1,2.0,1.0,47.72,real,0.0,-0.25281262272832206
37.0,Female,54.6,1.57,170,150.0,62.0,1.31,982.0,Strength,32.1,2.4,3.0,1.0,22.15,real,0.0,0.05749800064215843
52.0,Female,47.8,1.54,198,146.0,63.0,1.34,880.0,Cardio,29.8,1.9,3.0,2.0,20.16,real,39.756123586657104,-0.574039360686212
42.0,Male,97.9,1.91,193,136.0,73.0,1.01,680.0,Strength,29.0,2.8,3.0,2.0,26.84,real,44.7143184860684,-0.16362898320274327
52.0,Female,63.1,1.54,185,165.0,67.0,1.36,1010.0,Strength,34.8,1.8,3.0,2.0,26.61,real,35.10716818035151,-1.0701860522276898
42.0,Female,72.4,1.69,177,148.0,61.0,1.07,713.0,Yoga,29.0,2.3,3.0,2.0,25.35,real,65.79911303931635,-0.46528902375683734
46.0,Female,58.9,1.7,180,155.0,53.0,1.52,1060.0,Strength,17.1,2.7,4.0,3.0,20.38,real,65.69858622039368,0.18817293567137805
35.0,Female,50.4,1.6,195,156.0,59.0,1.03,803.0,Cardio,29.1,1.9,4.0,2.0,19.69,real,50.599555133030165,-0.17442163122525262
35.0,Female,64.2,1.59,199,145.0,66.0,1.63,1182.0,Yoga,16.6,2.7,5.0,3.0,25.39,real,85.72240577286091,-0.7692250156511484
19.0,Female,58.8,1.77,181,136.0,53.0,1.4,952.0,HIIT,32.8,2.7,2.0,1.0,18.77,real,34.412732890661154,-0.12062687656736557
52.0,Male,105.2,1.62,189,141.0,61.0,1.36,949.0,HIIT,27.6,3.2,3.0,1.0,40.09,real,0.0,0.27168783250929446
33.0,Female,45.9,1.5,189,144.0,62.0,0.92,662.0,Yoga,29.8,1.7,3.0,1.0,20.4,real,36.63163752154959,-1.9399530228619826
58.0,Female,65.2,1.63,167,121.0,53.0,1.12,610.0,HIIT,25.4,2.0,3.0,2.0,24.54,real,50.10233061019587,0.6272592519647182
53.0,Female,56.3,1.79,193,141.0,59.0,1.52,964.0,Strength,16.5,2.7,5.0,3.0,17.57,real,75.18491348952048,-0.5690037909448575
50.0,Male,90.0,1.7,168,124.0,74.0,0.81,497.0,Cardio,22.9,2.7,2.0,1.0,31.14,real,15.411034742632706,0.04039194659218426
21.0,Female,60.0,1.7,179,123.0,52.0,1.97,1212.0,Strength,19.1,2.7,5.0,3.0,20.76,real,86.9905969557347,0.6577975389161823
50.0,Male,51.5,1.71,199,155.0,64.0,1.48,1136.0,Yoga,20.9,2.9,2.0,1.0,17.61,real,13.997831228412053,-1.397338957784373
31.0,Female,63.1,1.64,184,125.0,51.0,1.54,962.0,Cardio,19.0,2.7,4.0,3.0,23.46,real,80.69802084990019,-0.8675528019420373
38.0,Male,91.5,1.77,178,140.0,74.0,0.8,616.0,Yoga,26.7,3.4,2.0,1.0,29.21,real,9.831864031382397,-0.5308389567005638
37.0,Male,48.7,1.67,164,132.0,74.0,1.39,1009.0,Yoga,27.3,3.0,2.0,1.0,17.46,real,21.13517345251248,-0.9270028168995428
25.0,Female,57.8,1.56,170,156.0,66.0,1.35,1053.0,Yoga,29.3,1.6,3.0,2.0,23.75,real,56.62130674521047,1.0879492606694467
24.0,Female,42.0,1.75,174,144.0,55.0,0.83,598.0,Strength,31.8,2.3,3.0,1.0,13.71,real,40.86016816145352,-0.9854176750614343
20.0,Male,128.4,1.92,167,145.0,57.0,0.63,502.0,Cardio,26.1,2.0,2.0,1.0,34.83,real,0.0,-0.7444374235894933
34.0,Female,74.2,1.57,178,158.0,52.0,1.47,1161.0,Cardio,32.7,2.4,3.0,1.0,30.1,real,38.68033374656267,-0.13648877471761856
50.0,Male,89.6,1.68,182,139.0,74.0,1.79,1232.0,Cardio,12.2,3.5,5.0,3.0,31.75,real,55.35412200477498,-1.2617196208608712
29.0,Male,125.9,2.0,186,152.0,67.0,1.36,1137.0,Strength,24.7,3.1,4.0,2.0,31.48,real,43.762149049644165,-0.6165445694050111
39.0,Male,105.5,1.99,199,133.0,71.0,0.81,593.0,HIIT,26.4,2.5,2.0,1.0,26.64,real,23.423172064845765,-0.04603739099985987
39.0,Male,93.4,1.7,191,155.0,50.0,1.1,938.0,Strength,21.1,2.5,4.0,2.0,32.32,real,46.82991867735032,-0.566288323506009
47.0,Male,82.1,1.84,185,136.0,65.0,1.37,922.0,Strength,24.4,3.4,4.0,2.0,24.25,real,48.77300480179406,-0.3747094871199586
55.0,Female,42.9,1.69,186,140.0,56.0,0.9,567.0,Yoga,34.7,2.4,2.0,1.0,15.02,real,17.918777496427246,-0.7234656899586966
55.0,Male,128.4,1.68,178,165.0,52.0,1.13,923.0,Cardio,20.4,2.6,4.0,2.0,45.49,real,19.33499065341167,-1.5115762473446137
25.0,Male,112.4,1.96,188,135.0,72.0,1.42,1054.0,Cardio,23.2,2.5,2.0,1.0,29.26,real,7.716352430557884,-0.04272543092860914
44.0,Female,77.7,1.79,198,165.0,53.0,1.41,1047.0,HIIT,28.1,2.2,3.0,1.0,24.25,real,33.496020970210246,1.1039464573177933
44.0,Male,89.3,1.99,192,135.0,58.0,1.4,936.0,HIIT,26.3,2.0,4.0,2.0,22.55,real,58.57015485965047,-0.28527869537324946
51.0,Female,70.3,1.55,178,139.0,54.0,1.4,876.0,Yoga,26.1,1.6,3.0,1.0,29.26,real,11.680904047393458,-0.11978870620196036
38.0,Female,59.1,1.72,196,148.0,68.0,1.07,792.0,Cardio,31.3,1.7,3.0,2.0,19.98,real,58.995998754332504,0.2541782040934876
47.0,Female,49.9,1.69,178,147.0,64.0,1.48,979.0,HIIT,26.0,1.7,3.0,2.0,17.47,real,53.072995208766095,-1.3154643972373594
50.0,Male,101.7,1.67,192,127.0,57.0,0.53,333.0,HIIT,20.9,2.9,2.0,1.0,36.47,real,10.923621188389603,1.0620117265036846
45.0,Male,93.0,1.91,175,143.0,55.0,1.03,729.0,Cardio,27.3,3.7,3.0,2.0,25.49,real,55.56128841923612,-0.13813696286175836
50.0,Male,87.4,1.6,182,122.0,67.0,0.77,465.0,Strength,23.2,3.1,2.0,1.0,34.14,real,0.0,1.0054855192712873
22.0,Female,55.1,1.61,166,144.0,68.0,1.62,1166.0,HIIT,19.9,2.7,4.0,3.0,21.26,real,74.3981895980303,-0.8864263964191914
36.0,Male,123.7,1.69,185,138.0,73.0,1.3,987.0,Cardio,20.4,2.1,4.0,2.0,43.31,real,35.00793605123261,1.1544495380462598
21.0,Female,61.3,1.57,191,152.0,64.0,1.94,1474.0,HIIT,17.2,2.7,4.0,3.0,24.87,real,86.10370265433465,0.3201243952278266
52.0,Male,72.3,1.94,171,121.0,56.0,1.46,874.0,Yoga,21.1,2.9,3.0,2.0,19.21,real,49.79098406035852,0.1424320686818868
34.0,Female,69.2,1.53,167,134.0,59.0,1.36,911.0,HIIT,28.5,2.1,2.0,1.0,29.56,real,14.333273833087823,-0.11278043651748162
45.0,Male,81.4,1.61,164,141.0,55.0,1.14,796.0,Cardio,30.0,2.2,4.0,2.0,31.4,real,58.176648957884254,-0.4988228944595595
47.0,Male,84.8,1.86,187,129.0,63.0,1.85,1181.0,HIIT,14.4,3.5,5.0,3.0,24.51,real,79.0842861116417,0.660425326779098
46.0,Male,55.1,1.72,164,137.0,66.0,1.43,970.0,Yoga,20.5,3.6,3.0,2.0,18.62,real,55.470973811700375,-0.18771210412156242
23.0,Female,59.0,1.78,185,141.0,58.0,1.67,1177.0,Yoga,17.8,2.7,5.0,3.0,18.62,real,82.97807347566106,-1.873655762869722
52.0,Female,64.9,1.51,164,165.0,68.0,1.83,1359.0,HIIT,18.2,2.7,4.0,3.0,28.46,real,72.63318796772779,-1.193749169365602
58.0,Male,109.7,1.75,181,168.0,54.0,1.01,840.0,HIIT,22.1,2.7,2.0,1.0,35.82,real,14.7577685198719,-0.4486766017541978
54.0,Male,78.4,1.9,174,146.0,72.0,0.81,585.0,Yoga,21.5,3.7,2.0,1.0,21.72,real,28.2541634898803,-0.05200081346755592
41.0,Female,76.7,1.79,172,132.0,56.0,1.4,832.0,Yoga,34.0,2.0,4.0,2.0,23.94,real,63.135096360006386,-0.34527079111991665
46.0,Female,63.1,1.61,187,152.0,68.0,1.0,684.0,Strength,34.7,2.2,4.0,2.0,24.34,real,68.05478807154329,0.6751766318349306
48.0,Female,62.9,1.58,192,124.0,69.0,1.98,1105.0,Strength,20.0,2.7,4.0,3.0,25.2,real,79.9100384163276,-1.8608814912309
52.0,Male,85.6,1.74,182,145.0,56.0,1.84,1321.0,Yoga,13.9,3.5,4.0,3.0,28.27,real,81.91452971294964,-0.18512965079587185
50.0,Female,66.3,1.57,192,132.0,73.0,1.25,742.0,HIIT,31.6,1.6,2.0,1.0,26.9,real,14.047332434065442,-1.754383380309724
38.0,Male,61.3,1.97,177,146.0,51.0,1.37,1100.0,Cardio,23.5,2.8,3.0,1.0,15.8,real,28.241663524884423,0.30776983638733474
49.0,Female,44.1,1.65,189,133.0,74.0,1.16,694.0,HIIT,26.7,1.8,4.0,2.0,16.2,real,53.698569456323156,-0.3755669715536022
40.0,Male,63.8,1.62,185,143.0,72.0,1.3,1022.0,HIIT,20.8,3.4,2.0,1.0,24.31,real,20.969959649927183,0.03568797761929454
50.0,Female,55.4,1.55,175,122.0,65.0,1.85,1016.0,Strength,18.5,2.7,4.0,3.0,23.06,real,85.95157025436913,-0.9911063684718129
20.0,Female,74.7,1.58,172,166.0,62.0,1.04,863.0,Strength,32.8,2.4,3.0,2.0,29.92,real,34.437793167665276,0.7235719453262008
35.0,Female,78.0,1.67,198,168.0,57.0,1.13,949.0,Strength,33.3,2.5,4.0,2.0,27.97,real,71.46887275685461,0.5333797312470812
42.0,Female,57.5,1.67,192,149.0,55.0,1.14,764.0,Yoga,34.1,2.4,2.0,1.0,20.62,real,9.93982618500298,0.16683544240951015
59.0,Female,60.7,1.73,185,154.0,55.0,1.03,714.0,Yoga,33.8,2.5,3.0,2.0,20.28,real,37.85811387212268,-0.4036137974907526
48.0,Male,69.0,1.74,160,167.0,58.0,1.48,1223.0,HIIT,30.0,2.3,3.0,2.0,22.79,real,61.581108735000676,0.16388582823610576
20.0,Female,75.8,1.78,197,133.0,53.0,1.42,944.0,HIIT,27.4,2.0,4.0,2.0,23.92,real,62.91662693962936,-0.8655140543898792
57.0,Female,75.7,1.63,161,131.0,60.0,0.69,407.0,Cardio,32.6,2.3,3.0,1.0,28.49,real,26.00619817052155,0.3844445272165697
41.0,Female,71.2,1.64,165,147.0,54.0,1.42,939.0,HIIT,30.9,2.3,3.0,2.0,26.47,real,54.0784550926428,1.0195847154591369
49.0,Male,85.0,1.68,197,163.0,74.0,1.82,1468.0,HIIT,11.3,3.5,4.0,3.0,30.12,real,72.19753227153085,0.556488447983349
39.0,Female,63.6,1.56,183,148.0,66.0,1.22,903.0,Strength,34.8,2.4,2.0,1.0,26.13,real,9.332456285141685,-0.8836819758459276
40.0,Male,73.2,1.94,177,162.0,69.0,0.81,722.0,Strength,29.0,2.4,2.0,1.0,19.45,real,20.758045581937264,-0.010866146181517655
19.0,Female,48.3,1.52,186,136.0,56.0,0.96,653.0,Strength,26.3,1.6,2.0,1.0,20.91,real,13.228382884878883,-1.3345132350069182
44.0,Female,42.8,1.78,167,159.0,64.0,1.49,1066.0,Strength,25.3,2.6,3.0,2.0,13.51,real,59.75119733417751,0.15791224894054062
59.0,Male,88.1,1.76,187,168.0,74.0,1.35,1123.0,Strength,26.9,3.0,3.0,2.0,28.44,real,43.36942618497861,0.060482730290031095
19.0,Female,72.4,1.75,169,140.0,64.0,1.2,840.0,Cardio,31.0,1.7,4.0,2.0,23.64,real,46.745028032074885,-1.7958530716257315
43.0,Male,73.2,1.88,176,142.0,63.0,1.17,822.0,Cardio,29.4,3.3,3.0,1.0,20.71,real,21.786141583470066,-1.229427075129891
34.0,Male,110.5,1.86,188,139.0,62.0,1.42,1086.0,Cardio,22.3,3.6,2.0,1.0,31.94,real,13.71931454275624,-0.5265111173950137
57.0,Female,46.1,1.76,165,130.0,60.0,1.44,842.0,Strength,25.8,1.7,3.0,2.0,14.88,real,44.36275447196025,-0.540687797712661
50.0,Male,90.8,1.71,173,153.0,62.0,1.07,810.0,Yoga,22.6,3.4,4.0,2.0,31.05,real,37.702796044335685,-1.2675815483350443
26.0,Female,59.3,1.51,181,129.0,71.0,1.7,1096.0,Strength,15.1,2.7,5.0,3.0,26.01,real,85.92187211491913,0.01118298348174701
56.0,Female,45.1,1.73,165,129.0,73.0,0.83,482.0,Strength,25.4,2.6,3.0,1.0,15.07,real,27.449665711087228,-0.09882111284759032
46.0,Male,45.0,1.77,185,162.0,58.0,1.48,1187.0,Cardio,29.1,3.6,3.0,2.0,14.36,real,44.9305682462887,-0.45541530558281546
59.0,Male,89.4,1.62,198,125.0,59.0,1.43,885.0,Strength,23.5,3.6,3.0,2.0,34.06,real,31.699616943816768,-0.9046332001266904
43.0,Male,127.7,1.69,171,155.0,53.0,1.14,875.0,Cardio,24.1,2.9,3.0,2.0,44.71,real,22.755499373576363,0.5389657011332509
52.0,Male,70.9,1.72,194,143.0,66.0,1.31,927.0,Strength,20.2,2.6,3.0,2.0,23.97,real,35.51915658502676,1.0243256904706362
42.0,Female,49.2,1.5,173,131.0,63.0,1.15,678.0,HIIT,27.7,1.5,3.0,2.0,21.87,real,35.92536225623445,-0.6868491870772298
41.0,Female,62.3,1.79,181,162.0,73.0,1.99,1451.0,Yoga,19.0,2.7,5.0,3.0,19.44,real,77.81555778747564,-0.7897335337238567
30.0,Male,64.1,1.87,182,142.0,67.0,0.64,500.0,Yoga,26.2,2.1,2.0,1.0,18.33,real,17.865528482881526,0.09296613232959705
24.0,Female,69.7,1.75,166,146.0,60.0,1.41,1029.0,Cardio,32.5,2.0,3.0,1.0,22.76,real,28.109075655980046,-0.586423503797589
53.0,Female,56.9,1.59,199,164.0,65.0,1.49,1100.0,HIIT,29.5,2.0,3.0,2.0,22.51,real,64.75356216949552,-0.4115177605305873
37.0,Female,53.0,1.71,184,156.0,50.0,1.13,881.0,Yoga,28.1,1.7,4.0,2.0,18.13,real,63.576596232020194,0.29172252137973714
18.0,Female,72.7,1.55,172,125.0,56.0,0.84,525.0,Cardio,29.8,2.0,3.0,1.0,30.26,real,15.510614700365728,-1.8274848700058344
25.0,Male,76.5,1.96,180,120.0,59.0,0.67,442.0,Strength,23.2,2.3,3.0,1.0,19.91,real,24.809837920973113,0.7546418598821354
